country_region,sub_region,date,days,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,,,
United Kingdom,Bedford,44039,163,-26,-18,,-48,-51,15,,,
United Kingdom,Bedford,44040,164,-22,-18,,-50,-48,15,,,
United Kingdom,Bedford,44041,165,-22,-16,,-47,-47,14,,,
United Kingdom,Bedford,44042,166,-20,-11,,-46,-48,13,,,
United Kingdom,Bedford,44043,167,-28,-15,,-45,-48,12,,,
United Kingdom,Bedford,44044,168,-36,-21,29,-35,-11,4,,,
United Kingdom,Bedford,44045,169,-31,-20,53,-35,-3,2,,,
United Kingdom,Bedford,44046,170,-15,-17,,-45,-48,12,,,
United Kingdom,Bedford,44047,171,-15,-21,,-48,-48,13,,,
United Kingdom,Bedford,44048,172,-13,-19,,-48,-47,13,,,
United Kingdom,Bedford,44049,173,-21,-15,,-48,-48,13,,,
United Kingdom,Bedford,44050,174,-29,-17,,-46,-48,12,,,
United Kingdom,Bedford,44051,175,-38,-21,31,-42,-9,3,,,
United Kingdom,Bedford,44052,176,-33,-23,36,-36,-5,2,,,
United Kingdom,Bedford,44053,177,-11,-19,,-44,-48,12,,,
United Kingdom,Bedford,44054,178,-11,-20,,-51,-47,13,,,
United Kingdom,Bedford,44055,179,-15,-19,,-50,-47,14,,,
United Kingdom,Bedford,44056,180,-28,-19,8,-54,-48,15,,,
United Kingdom,Blackburn with Darwen,43876,0,-11,-7,,-20,-3,2,,,
United Kingdom,Blackburn with Darwen,43877,1,-2,-3,,-2,4,,,,
United Kingdom,Blackburn with Darwen,43878,2,4,0,,-1,-16,3,,,
United Kingdom,Blackburn with Darwen,43879,3,10,-1,,-12,-16,3,,,
United Kingdom,Blackburn with Darwen,43880,4,-2,-3,,-10,-16,3,,,
United Kingdom,Blackburn with Darwen,43881,5,3,-2,,-11,-18,4,,,
United Kingdom,Blackburn with Darwen,43882,6,-4,-6,,-11,-19,4,,,
United Kingdom,Blackburn with Darwen,43883,7,-3,0,,-8,0,0,,,
United Kingdom,Blackburn with Darwen,43884,8,-4,1,,-5,-1,,,,
United Kingdom,Blackburn with Darwen,43885,9,-5,-1,,1,-2,1,,,
United Kingdom,Blackburn with Darwen,43886,10,-4,8,,-2,0,1,,,
United Kingdom,Blackburn with Darwen,43887,11,13,0,,-1,0,1,,,
United Kingdom,Blackburn with Darwen,43888,12,1,2,,-2,1,1,,,
United Kingdom,Blackburn with Darwen,43889,13,0,3,,2,0,1,,,
United Kingdom,Blackburn with Darwen,43890,14,15,0,,0,3,0,,,
United Kingdom,Blackburn with Darwen,43891,15,6,8,,5,2,,,,
United Kingdom,Blackburn with Darwen,43892,16,5,3,,2,2,0,,,
United Kingdom,Blackburn with Darwen,43893,17,4,0,,-4,1,1,,,
United Kingdom,Blackburn with Darwen,43894,18,4,6,,0,1,0,,,
United Kingdom,Blackburn with Darwen,43895,19,7,1,,3,2,0,,,
United Kingdom,Blackburn with Darwen,43896,20,7,5,,1,3,0,,,
United Kingdom,Blackburn with Darwen,43897,21,-2,1,,0,5,-1,,,
United Kingdom,Blackburn with Darwen,43898,22,4,7,,10,6,,,,
United Kingdom,Blackburn with Darwen,43899,23,0,0,,-3,2,0,,,
United Kingdom,Blackburn with Darwen,43900,24,-1,2,,-3,1,1,,,
United Kingdom,Blackburn with Darwen,43901,25,-3,6,,-4,3,1,,,
United Kingdom,Blackburn with Darwen,43902,26,0,10,,0,2,1,,,
United Kingdom,Blackburn with Darwen,43903,27,-2,13,,1,0,1,,,
United Kingdom,Blackburn with Darwen,43904,28,-9,12,,-12,1,1,,,
United Kingdom,Blackburn with Darwen,43905,29,-5,15,,-2,1,,,,
United Kingdom,Blackburn with Darwen,43906,30,-2,25,,-6,-2,2,,,
United Kingdom,Blackburn with Darwen,43907,31,-9,26,,-18,-6,4,,,
United Kingdom,Blackburn with Darwen,43908,32,-18,29,,-25,-12,6,,,
United Kingdom,Blackburn with Darwen,43909,33,-11,32,,-18,-15,7,,,
United Kingdom,Blackburn with Darwen,43910,34,-19,14,,-20,-18,9,,,
United Kingdom,Blackburn with Darwen,43911,35,-44,4,,-29,-18,9,,,
United Kingdom,Blackburn with Darwen,43912,36,-51,-7,,-17,-19,,,,
United Kingdom,Blackburn with Darwen,43913,37,-40,-4,,-34,-34,14,,,
United Kingdom,Blackburn with Darwen,43914,38,-70,-19,,-63,-47,20,,,
United Kingdom,Blackburn with Darwen,43915,39,-74,-22,,-64,-55,23,,,
United Kingdom,Blackburn with Darwen,43916,40,-73,-24,,-64,-58,24,,,
United Kingdom,Blackburn with Darwen,43917,41,-75,-28,,-66,-59,25,,,
United Kingdom,Blackburn with Darwen,43918,42,-83,-37,,-74,-52,,,,
United Kingdom,Blackburn with Darwen,43919,43,-85,-42,,-71,-50,,,,
United Kingdom,Blackburn with Darwen,43920,44,-76,-31,,-71,-62,24,,,
United Kingdom,Blackburn with Darwen,43921,45,-74,-28,,-67,-63,25,,,
United Kingdom,Blackburn with Darwen,43922,46,-76,-32,,-71,-63,25,,,
United Kingdom,Blackburn with Darwen,43923,47,-77,-31,,-73,-63,26,,,
United Kingdom,Blackburn with Darwen,43924,48,-77,-29,,-69,-63,26,,,
United Kingdom,Blackburn with Darwen,43925,49,-82,-37,,-69,-52,,,,
United Kingdom,Blackburn with Darwen,43926,50,-81,-37,,-66,-46,,,,
United Kingdom,Blackburn with Darwen,43927,51,-72,-27,,-66,-63,24,,,
United Kingdom,Blackburn with Darwen,43928,52,-71,-24,,-63,-63,24,,,
United Kingdom,Blackburn with Darwen,43929,53,-71,-23,,-66,-62,24,,,
United Kingdom,Blackburn with Darwen,43930,54,-69,-20,,-65,-64,24,,,
United Kingdom,Blackburn with Darwen,43931,55,-78,-34,,-71,-78,,,,
United Kingdom,Blackburn with Darwen,43932,56,-80,-30,,-62,-52,,,,
United Kingdom,Blackburn with Darwen,43933,57,-84,-62,,-63,-50,,,,
United Kingdom,Blackburn with Darwen,43934,58,-77,-35,,-72,-80,,,,
United Kingdom,Blackburn with Darwen,43935,59,-67,-22,,-61,-62,24,,,
United Kingdom,Blackburn with Darwen,43936,60,-69,-23,,-61,-61,24,,,
United Kingdom,Blackburn with Darwen,43937,61,-69,-23,,-63,-61,24,,,
United Kingdom,Blackburn with Darwen,43938,62,-72,-26,,-62,-62,25,,,
United Kingdom,Blackburn with Darwen,43939,63,-80,-35,,-67,-46,,,,
United Kingdom,Blackburn with Darwen,43940,64,-77,-33,,-54,-38,,,,
United Kingdom,Blackburn with Darwen,43941,65,-66,-27,,-59,-59,22,,,
United Kingdom,Blackburn with Darwen,43942,66,-67,-25,,-58,-59,23,,,
United Kingdom,Blackburn with Darwen,43943,67,-68,-23,,-57,-57,23,,,
United Kingdom,Blackburn with Darwen,43944,68,-66,-22,,-58,-58,23,,,
United Kingdom,Blackburn with Darwen,43945,69,-70,-24,,-55,-60,24,,,
United Kingdom,Blackburn with Darwen,43946,70,-77,-29,,-59,-46,,,,
United Kingdom,Blackburn with Darwen,43947,71,-76,-31,,-54,-41,,,,
United Kingdom,Blackburn with Darwen,43948,72,-65,-25,,-54,-57,22,,,
United Kingdom,Blackburn with Darwen,43949,73,-69,-27,,-61,-58,21,,,
United Kingdom,Blackburn with Darwen,43950,74,-71,-29,,-62,-58,24,,,
United Kingdom,Blackburn with Darwen,43951,75,-72,-26,-42,-64,-58,24,,,
United Kingdom,Blackburn with Darwen,43952,76,-73,-26,,-59,-58,25,,,
United Kingdom,Blackburn with Darwen,43953,77,-78,-29,,-56,-43,,,,
United Kingdom,Blackburn with Darwen,43954,78,-76,-28,,-49,-35,,,,
United Kingdom,Blackburn with Darwen,43955,79,-66,-26,,-58,-56,21,,,
United Kingdom,Blackburn with Darwen,43956,80,-66,-21,,-55,-56,22,,,
United Kingdom,Blackburn with Darwen,43957,81,-68,-19,,-53,-55,22,,,
United Kingdom,Blackburn with Darwen,43958,82,-63,-13,,-53,-56,22,,,
United Kingdom,Blackburn with Darwen,43959,83,-75,-27,,-64,-73,27,,,
United Kingdom,Blackburn with Darwen,43960,84,-77,-27,,-52,-43,,,,
United Kingdom,Blackburn with Darwen,43961,85,-78,-26,,-60,-35,,,,
United Kingdom,Blackburn with Darwen,43962,86,-64,-21,,-53,-54,21,,,
United Kingdom,Blackburn with Darwen,43963,87,-66,-20,,-56,-53,22,,,
United Kingdom,Blackburn with Darwen,43964,88,-66,-20,,-49,-53,21,,,
United Kingdom,Blackburn with Darwen,43965,89,-63,-18,,-49,-53,20,,,
United Kingdom,Blackburn with Darwen,43966,90,-66,-21,,-51,-54,22,,,
United Kingdom,Blackburn with Darwen,43967,91,-71,-24,,-48,-37,,,,
United Kingdom,Blackburn with Darwen,43968,92,-70,-15,,-42,-30,,,,
United Kingdom,Blackburn with Darwen,43969,93,-62,-23,,-52,-52,20,,,
United Kingdom,Blackburn with Darwen,43970,94,-62,-19,,-51,-52,20,,,
United Kingdom,Blackburn with Darwen,43971,95,-59,-13,,-45,-51,20,,,
United Kingdom,Blackburn with Darwen,43972,96,-57,-13,,-48,-52,20,,,
United Kingdom,Blackburn with Darwen,43973,97,-62,-15,,-49,-53,21,,,
United Kingdom,Blackburn with Darwen,43974,98,-68,-18,,-51,-37,,,,
United Kingdom,Blackburn with Darwen,43975,99,-69,-22,,-37,-28,,,,
United Kingdom,Blackburn with Darwen,43976,100,-61,-26,,-42,-75,22,,,
United Kingdom,Blackburn with Darwen,43977,101,-53,-15,,-48,-51,19,,,
United Kingdom,Blackburn with Darwen,43978,102,-55,-16,,-41,-49,18,,,
United Kingdom,Blackburn with Darwen,43979,103,-54,-13,,-41,-48,18,,,
United Kingdom,Blackburn with Darwen,43980,104,-58,-10,,-43,-49,18,,,
United Kingdom,Blackburn with Darwen,43981,105,-64,-16,,-35,-26,,,,
United Kingdom,Blackburn with Darwen,43982,106,-62,-7,,-26,-18,,,,
United Kingdom,Blackburn with Darwen,43983,107,-50,-10,,-36,-44,15,,,
United Kingdom,Blackburn with Darwen,43984,108,-50,-11,,-35,-45,16,,,
United Kingdom,Blackburn with Darwen,43985,109,-55,-21,,-41,-44,19,,,
United Kingdom,Blackburn with Darwen,43986,110,-53,-18,,-39,-44,18,,,
United Kingdom,Blackburn with Darwen,43987,111,-58,-19,,-44,-45,19,,,
United Kingdom,Blackburn with Darwen,43988,112,-63,-23,,-53,-25,,,,
United Kingdom,Blackburn with Darwen,43989,113,-58,-11,,-42,-16,,,,
United Kingdom,Blackburn with Darwen,43990,114,-49,-17,,-41,-42,16,,,
United Kingdom,Blackburn with Darwen,43991,115,-51,-14,,-40,-42,17,,,
United Kingdom,Blackburn with Darwen,43992,116,-53,-19,,-45,-42,18,,,
United Kingdom,Blackburn with Darwen,43993,117,-51,-21,,-47,-44,18,,,
United Kingdom,Blackburn with Darwen,43994,118,-55,-17,,-42,-43,18,,,
United Kingdom,Blackburn with Darwen,43995,119,-62,-19,,-32,-16,9,,,
United Kingdom,Blackburn with Darwen,43996,120,-55,-10,,-24,-6,,,,
United Kingdom,Blackburn with Darwen,43997,121,-38,-10,,-39,-41,15,,,
United Kingdom,Blackburn with Darwen,43998,122,-39,-11,,-41,-41,16,,,
United Kingdom,Blackburn with Darwen,43999,123,-40,-10,,-38,-40,16,,,
United Kingdom,Blackburn with Darwen,44000,124,-42,-14,,-47,-42,17,,,
United Kingdom,Blackburn with Darwen,44001,125,-46,-12,,-41,-41,16,,,
United Kingdom,Blackburn with Darwen,44002,126,-47,-7,,-24,-13,7,,,
United Kingdom,Blackburn with Darwen,44003,127,-46,-6,,-24,-4,,,,
United Kingdom,Blackburn with Darwen,44004,128,-34,-12,,-35,-41,14,,,
United Kingdom,Blackburn with Darwen,44005,129,-34,-6,,-33,-40,14,,,
United Kingdom,Blackburn with Darwen,44006,130,-38,-5,,-34,-39,13,,,
United Kingdom,Blackburn with Darwen,44007,131,-38,-3,,-33,-40,14,,,
United Kingdom,Blackburn with Darwen,44008,132,-42,-7,,-35,-41,15,,,
United Kingdom,Blackburn with Darwen,44009,133,-46,-15,,-37,-17,9,,,
United Kingdom,Blackburn with Darwen,44010,134,-45,-16,,-36,-9,,,,
United Kingdom,Blackburn with Darwen,44011,135,-37,-14,,-41,-39,15,,,
United Kingdom,Blackburn with Darwen,44012,136,-31,-7,,-34,-38,14,,,
United Kingdom,Blackburn with Darwen,44013,137,-34,-11,,-30,-38,14,,,
United Kingdom,Blackburn with Darwen,44014,138,-35,-11,,-29,-38,14,,,
United Kingdom,Blackburn with Darwen,44015,139,-44,-14,,-38,-40,16,,,
United Kingdom,Blackburn with Darwen,44016,140,-43,-14,,-26,-12,7,,,
United Kingdom,Blackburn with Darwen,44017,141,-37,-13,,-13,-6,,,,
United Kingdom,Blackburn with Darwen,44018,142,-28,-11,,-23,-38,12,,,
United Kingdom,Blackburn with Darwen,44019,143,-28,-12,,-33,-39,13,,,
United Kingdom,Blackburn with Darwen,44020,144,-32,-11,,-27,-36,13,,,
United Kingdom,Blackburn with Darwen,44021,145,-32,-11,,-30,-37,13,,,
United Kingdom,Blackburn with Darwen,44022,146,-34,-8,,-21,-36,12,,,
United Kingdom,Blackburn with Darwen,44023,147,-40,-12,,-11,-9,5,,,
United Kingdom,Blackburn with Darwen,44024,148,-37,-10,,1,0,,,,
United Kingdom,Blackburn with Darwen,44025,149,-30,-11,,-27,-37,12,,,
United Kingdom,Blackburn with Darwen,44026,150,-28,-9,,-26,-37,12,,,
United Kingdom,Blackburn with Darwen,44027,151,-34,-18,,-34,-36,13,,,
United Kingdom,Blackburn with Darwen,44028,152,-31,-15,,-31,-36,12,,,
United Kingdom,Blackburn with Darwen,44029,153,-35,-14,,-27,-36,11,,,
United Kingdom,Blackburn with Darwen,44030,154,-43,-21,,-27,-9,6,,,
United Kingdom,Blackburn with Darwen,44031,155,-35,-14,,-2,-1,,,,
United Kingdom,Blackburn with Darwen,44032,156,-29,-13,,-28,-39,11,,,
United Kingdom,Blackburn with Darwen,44033,157,-29,-14,,-29,-39,12,,,
United Kingdom,Blackburn with Darwen,44034,158,-33,-19,,-33,-38,13,,,
United Kingdom,Blackburn with Darwen,44035,159,-34,-16,,-36,-40,13,,,
United Kingdom,Blackburn with Darwen,44036,160,-36,-16,,-24,-37,10,,,
United Kingdom,Blackburn with Darwen,44037,161,-40,-20,,-20,-8,5,,,
United Kingdom,Blackburn with Darwen,44038,162,-35,-18,,-9,1,,,,
United Kingdom,Blackburn with Darwen,44039,163,-31,-17,,-36,-41,12,,,
United Kingdom,Blackburn with Darwen,44040,164,-26,-11,,-33,-38,12,,,
United Kingdom,Blackburn with Darwen,44041,165,-24,-9,,-26,-38,11,,,
United Kingdom,Blackburn with Darwen,44042,166,-20,-4,,-31,-42,11,,,
United Kingdom,Blackburn with Darwen,44043,167,-44,-21,,-27,-46,10,,,
United Kingdom,Blackburn with Darwen,44044,168,-44,-25,,-24,-15,5,,,
United Kingdom,Blackburn with Darwen,44045,169,-34,-19,,-18,-4,,,,
United Kingdom,Blackburn with Darwen,44046,170,-21,-17,,-25,-41,10,,,
United Kingdom,Blackburn with Darwen,44047,171,-23,-21,,-36,-40,12,,,
United Kingdom,Blackburn with Darwen,44048,172,-20,-22,,-35,-40,12,,,
United Kingdom,Blackburn with Darwen,44049,173,-27,-18,,-40,-40,11,,,
United Kingdom,Blackburn with Darwen,44050,174,-32,-18,,-30,-39,10,,,
United Kingdom,Blackburn with Darwen,44051,175,-40,-24,,-24,-8,3,,,
United Kingdom,Blackburn with Darwen,44052,176,-32,-18,,-16,-2,,,,
United Kingdom,Blackburn with Darwen,44053,177,-13,-19,,-22,-39,9,,,
United Kingdom,Blackburn with Darwen,44054,178,-12,-16,,-34,-39,10,,,
United Kingdom,Blackburn with Darwen,44055,179,-14,-18,,-30,-39,10,,,
United Kingdom,Blackburn with Darwen,44056,180,-24,-14,,-35,-39,10,,,
United Kingdom,Blackpool,43876,0,-1,-4,4,-12,-1,2,,,
United Kingdom,Blackpool,43877,1,21,0,42,3,2,1,,,
United Kingdom,Blackpool,43878,2,21,1,,7,-14,2,,,
United Kingdom,Blackpool,43879,3,17,-2,,1,-13,2,,,
United Kingdom,Blackpool,43880,4,15,-7,,-6,-14,3,,,
United Kingdom,Blackpool,43881,5,15,0,,-8,-15,3,,,
United Kingdom,Blackpool,43882,6,5,-1,,-10,-15,3,,,
United Kingdom,Blackpool,43883,7,4,0,35,-6,0,1,,,
United Kingdom,Blackpool,43884,8,12,1,36,-3,3,0,,,
United Kingdom,Blackpool,43885,9,-6,-2,,-7,-3,2,,,
United Kingdom,Blackpool,43886,10,10,3,,4,2,0,,,
United Kingdom,Blackpool,43887,11,0,-2,,-5,1,1,,,
United Kingdom,Blackpool,43888,12,3,-1,4,2,-1,1,,,
United Kingdom,Blackpool,43889,13,-5,1,0,-4,-1,1,,,
United Kingdom,Blackpool,43890,14,7,1,26,-3,0,0,,,
United Kingdom,Blackpool,43891,15,4,4,36,-1,2,0,,,
United Kingdom,Blackpool,43892,16,1,2,,4,-1,0,,,
United Kingdom,Blackpool,43893,17,7,3,,3,1,0,,,
United Kingdom,Blackpool,43894,18,11,4,,2,1,0,,,
United Kingdom,Blackpool,43895,19,6,2,,0,1,0,,,
United Kingdom,Blackpool,43896,20,6,5,,11,2,0,,,
United Kingdom,Blackpool,43897,21,7,4,75,9,4,-1,,,
United Kingdom,Blackpool,43898,22,15,6,72,15,2,-1,,,
United Kingdom,Blackpool,43899,23,0,0,,2,0,1,,,
United Kingdom,Blackpool,43900,24,10,4,,3,1,0,,,
United Kingdom,Blackpool,43901,25,3,1,,-3,1,1,,,
United Kingdom,Blackpool,43902,26,1,7,-13,-8,0,1,,,
United Kingdom,Blackpool,43903,27,2,10,,4,1,1,,,
United Kingdom,Blackpool,43904,28,2,6,88,-1,1,1,,,
United Kingdom,Blackpool,43905,29,7,10,,3,0,1,,,
United Kingdom,Blackpool,43906,30,5,17,,-2,-4,2,,,
United Kingdom,Blackpool,43907,31,-5,21,,-8,-6,4,,,
United Kingdom,Blackpool,43908,32,-13,17,,-22,-14,7,,,
United Kingdom,Blackpool,43909,33,-12,21,,-23,-17,7,,,
United Kingdom,Blackpool,43910,34,-25,9,,-20,-19,8,,,
United Kingdom,Blackpool,43911,35,-53,6,-22,-34,-21,8,,,
United Kingdom,Blackpool,43912,36,-57,-8,16,-18,-28,,,,
United Kingdom,Blackpool,43913,37,-41,-7,,-40,-36,12,,,
United Kingdom,Blackpool,43914,38,-71,-23,,-51,-49,18,,,
United Kingdom,Blackpool,43915,39,-73,-26,-14,-52,-57,20,,,
United Kingdom,Blackpool,43916,40,-73,-25,-22,-54,-58,21,,,
United Kingdom,Blackpool,43917,41,-77,-28,-28,-58,-59,22,,,
United Kingdom,Blackpool,43918,42,-87,-40,-69,-70,-54,,,,
United Kingdom,Blackpool,43919,43,-88,-43,-64,-65,-54,,,,
United Kingdom,Blackpool,43920,44,-75,-30,,-62,-63,21,,,
United Kingdom,Blackpool,43921,45,-73,-28,,-54,-63,21,,,
United Kingdom,Blackpool,43922,46,-76,-30,-48,-64,-62,22,,,
United Kingdom,Blackpool,43923,47,-76,-30,-50,-64,-63,23,,,
United Kingdom,Blackpool,43924,48,-78,-27,-32,-60,-61,24,,,
United Kingdom,Blackpool,43925,49,-86,-38,-64,-64,-55,,,,
United Kingdom,Blackpool,43926,50,-85,-38,-52,-60,-51,,,,
United Kingdom,Blackpool,43927,51,-73,-28,,-59,-62,21,,,
United Kingdom,Blackpool,43928,52,-72,-25,,-47,-62,21,,,
United Kingdom,Blackpool,43929,53,-73,-25,-12,-50,-62,21,,,
United Kingdom,Blackpool,43930,54,-71,-14,-26,-54,-63,21,,,
United Kingdom,Blackpool,43931,55,-80,-31,-17,-62,-73,26,,,
United Kingdom,Blackpool,43932,56,-84,-30,-48,-59,-55,,,,
United Kingdom,Blackpool,43933,57,-92,-60,-44,-58,-58,,,,
United Kingdom,Blackpool,43934,58,-80,-37,,-67,-77,,,,
United Kingdom,Blackpool,43935,59,-72,-22,,-48,-62,21,,,
United Kingdom,Blackpool,43936,60,-72,-25,,-51,-62,22,,,
United Kingdom,Blackpool,43937,61,-73,-21,7,-53,-61,22,,,
United Kingdom,Blackpool,43938,62,-76,-23,-15,-54,-61,23,,,
United Kingdom,Blackpool,43939,63,-84,-33,-59,-62,-51,,,,
United Kingdom,Blackpool,43940,64,-83,-33,-15,-49,-49,,,,
United Kingdom,Blackpool,43941,65,-70,-25,,-51,-59,20,,,
United Kingdom,Blackpool,43942,66,-71,-21,24,-45,-58,20,,,
United Kingdom,Blackpool,43943,67,-71,-24,26,-46,-59,21,,,
United Kingdom,Blackpool,43944,68,-72,-22,4,-50,-60,21,,,
United Kingdom,Blackpool,43945,69,-75,-20,13,-47,-59,22,,,
United Kingdom,Blackpool,43946,70,-82,-27,-40,-49,-49,,,,
United Kingdom,Blackpool,43947,71,-83,-33,-38,-58,-48,,,,
United Kingdom,Blackpool,43948,72,-69,-20,,-50,-58,19,,,
United Kingdom,Blackpool,43949,73,-73,-26,-38,-57,-59,19,,,
United Kingdom,Blackpool,43950,74,-74,-25,-23,-56,-58,21,,,
United Kingdom,Blackpool,43951,75,-75,-19,-23,-57,-59,21,,,
United Kingdom,Blackpool,43952,76,-77,-21,-18,-52,-57,22,,,
United Kingdom,Blackpool,43953,77,-83,-27,-35,-49,-49,,,,
United Kingdom,Blackpool,43954,78,-82,-29,-14,-40,-47,,,,
United Kingdom,Blackpool,43955,79,-70,-20,,-43,-56,19,,,
United Kingdom,Blackpool,43956,80,-69,-18,31,-39,-56,19,,,
United Kingdom,Blackpool,43957,81,-70,-15,43,-35,-56,19,,,
United Kingdom,Blackpool,43958,82,-68,-9,27,-38,-56,19,,,
United Kingdom,Blackpool,43959,83,-78,-22,,-44,-70,24,,,
United Kingdom,Blackpool,43960,84,-82,-24,1,-33,-47,,,,
United Kingdom,Blackpool,43961,85,-84,-30,-50,-58,-45,,,,
United Kingdom,Blackpool,43962,86,-70,-18,17,-46,-55,19,,,
United Kingdom,Blackpool,43963,87,-70,-14,20,-42,-53,19,,,
United Kingdom,Blackpool,43964,88,-68,-15,41,-34,-53,18,,,
United Kingdom,Blackpool,43965,89,-67,-13,60,-30,-53,17,,,
United Kingdom,Blackpool,43966,90,-72,-15,,-38,-53,19,,,
United Kingdom,Blackpool,43967,91,-79,-21,10,-27,-43,,,,
United Kingdom,Blackpool,43968,92,-79,-23,26,-23,-41,,,,
United Kingdom,Blackpool,43969,93,-67,-17,1,-48,-53,18,,,
United Kingdom,Blackpool,43970,94,-66,-14,50,-33,-51,17,,,
United Kingdom,Blackpool,43971,95,-64,-9,,-5,-51,17,,,
United Kingdom,Blackpool,43972,96,-65,-10,74,-32,-51,18,,,
United Kingdom,Blackpool,43973,97,-70,-13,,-44,-51,19,,,
United Kingdom,Blackpool,43974,98,-78,-18,-21,-49,-42,,,,
United Kingdom,Blackpool,43975,99,-76,-20,31,-29,-38,,,,
United Kingdom,Blackpool,43976,100,-66,-21,,-4,-71,20,,,
United Kingdom,Blackpool,43977,101,-62,-8,,-20,-50,16,,,
United Kingdom,Blackpool,43978,102,-62,-9,,-17,-49,16,,,
United Kingdom,Blackpool,43979,103,-62,-3,,-10,-49,16,,,
United Kingdom,Blackpool,43980,104,-65,-2,,-9,-49,17,,,
United Kingdom,Blackpool,43981,105,-74,-7,136,8,-33,9,,,
United Kingdom,Blackpool,43982,106,-72,-5,213,32,-28,,,,
United Kingdom,Blackpool,43983,107,-58,-4,,-7,-46,14,,,
United Kingdom,Blackpool,43984,108,-60,-6,,7,-45,14,,,
United Kingdom,Blackpool,43985,109,-62,-12,15,-36,-47,17,,,
United Kingdom,Blackpool,43986,110,-62,-8,23,-38,-47,16,,,
United Kingdom,Blackpool,43987,111,-68,-9,,-42,-45,17,,,
United Kingdom,Blackpool,43988,112,-76,-14,-6,-34,-35,12,,,
United Kingdom,Blackpool,43989,113,-74,-14,42,-18,-32,,,,
United Kingdom,Blackpool,43990,114,-60,-10,,-29,-44,14,,,
United Kingdom,Blackpool,43991,115,-60,-9,,-26,-42,14,,,
United Kingdom,Blackpool,43992,116,-61,-11,29,-39,-43,16,,,
United Kingdom,Blackpool,43993,117,-60,-9,24,-42,-43,16,,,
United Kingdom,Blackpool,43994,118,-65,-10,,-44,-43,17,,,
United Kingdom,Blackpool,43995,119,-72,-14,72,-17,-27,9,,,
United Kingdom,Blackpool,43996,120,-69,-10,110,0,-26,,,,
United Kingdom,Blackpool,43997,121,-50,-5,,-16,-41,12,,,
